FLORIDA DEPARTMENT OF EDUCATION,,,,,,,,,,,,,,,,,,
SCHOOL MEMBERSHIP BY GRADE,,,,,,,,,,,,,,,,,,
SCHOOL YEAR 2010-11,,,,,,,,,,,,,,,,,,
SURVEY 2 DATA AS OF 12/05/10,,,,,,,,,,,,,,,,,,
District Number,District Name,School Number,School Name,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,Total Membership
16,DUVAL,821,LOVE GROVE ELEMENTARY SCHOOL,14,84,75,76,60,68,78,0,0,0,0,0,0,0,455
16,DUVAL,831,SAN JOSE ELEMENTARY SCHOOL,18,142,132,128,127,117,122,0,0,0,0,0,0,0,786
16,DUVAL,841,BAYVIEW ELEMENTARY SCHOOL,12,56,82,58,46,51,57,0,0,0,0,0,0,0,362
16,DUVAL,851,LAKE LUCINA ELEMENTARY SCHOOL,0,64,65,57,69,80,57,0,0,0,0,0,0,0,392
16,DUVAL,861,TERRY PARKER HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,468,445,347,287,"1,547"
16,DUVAL,871,ENGLEWOOD ELEMENTARY SCHOOL,0,57,80,74,74,65,68,0,0,0,0,0,0,0,418
16,DUVAL,881,JOHN STOCKTON ELEMENTARY SCHOO,0,75,84,87,97,89,98,0,0,0,0,0,0,0,530
16,DUVAL,891,WOODLAND ACRES ELEMENTARY SCHL,28,116,91,87,81,88,57,0,0,0,0,0,0,0,548
16,DUVAL,901,ENGLEWOOD HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,529,478,448,400,"1,855"
16,DUVAL,911,SALLYE B. MATHIS ELEMENTARY SC,61,62,53,53,51,56,46,0,0,0,0,0,0,0,382
16,DUVAL,921,PAXON MIDDLE SCHOOL,0,0,0,0,0,0,0,264,235,230,0,0,0,0,729
16,DUVAL,931,PINEDALE ELEMENTARY SCHOOL,53,84,61,54,55,51,43,0,0,0,0,0,0,0,401
16,DUVAL,941,WINDY HILL ELEMENTARY SCHOOL,0,100,102,95,104,83,94,0,0,0,0,0,0,0,578
16,DUVAL,951,RUTLEDGE H. PEARSON ELEMENTARY,16,23,42,45,42,41,24,0,0,0,0,0,0,0,233
16,DUVAL,961,JEAN RIBAULT HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,321,279,261,141,"1,002"
16,DUVAL,971,CEDAR HILLS ELEMENTARY SCHOOL,33,51,68,52,78,52,78,0,0,0,0,0,0,0,412
16,DUVAL,981,TIMUCUAN ELEMENTARY SCHOOL,1,118,109,126,101,102,96,0,0,0,0,0,0,0,653
16,DUVAL,991,HIGHLANDS ELEMENTARY SCHOOL,48,83,71,64,60,49,48,0,0,0,0,0,0,0,423
16,DUVAL,1021,SCHOOL OF SUCCESS ACADEMY-SOS,0,0,0,0,0,0,0,103,87,106,0,0,0,0,296
16,DUVAL,1061,LONG BRANCH ELEMENTARY SCHOOL,0,32,40,30,31,19,19,0,0,0,0,0,0,0,171
16,DUVAL,1073,DOUGLAS ANDERSON SCHOOL OF THE,0,0,0,0,0,0,0,0,0,0,288,314,283,283,"1,168"
16,DUVAL,1131,WAYMAN ACADEMY OF THE ARTS,0,49,59,46,40,48,28,0,0,0,0,0,0,0,270
16,DUVAL,1161,SADIE T. TILLIS ELEMENTARY  SC,0,103,102,75,67,80,82,0,0,0,0,0,0,0,509
16,DUVAL,1181,SIATECH,0,0,0,0,0,0,0,0,0,0,10,18,79,87,194
16,DUVAL,1191,PATHWAYS ACADEMY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,3,17,36,67,123
16,DUVAL,1201,RIVER CITY SCIENCE ACADEMY,0,0,0,0,0,0,0,126,179,120,82,44,0,0,551
16,DUVAL,1211,TIGER ACADEMY,0,37,36,34,37,0,0,0,0,0,0,0,0,0,144
16,DUVAL,1221,GLOBAL OUTREACH CHARTER ACADEM,0,49,51,36,44,43,38,45,33,37,0,0,0,0,376
16,DUVAL,1231,DUVAL CHARTER SCHOOL AT ARLING,0,91,67,78,67,67,64,95,56,0,0,0,0,0,585
16,DUVAL,1241,SAINT CLAIR EVANS ACADEMY,18,73,85,76,79,75,73,0,0,0,0,0,0,0,479
16,DUVAL,1251,"SOMERSET ACADEMY-ELEMENTARY, E",0,38,33,37,37,37,34,0,0,0,0,0,0,0,216
16,DUVAL,1261,"SOMERSET ACADEMY-MIDDLE, EAGLE",0,0,0,0,0,0,0,44,35,15,0,0,0,0,94
16,DUVAL,1271,KIPP IMPACT MIDDLE SCHOOL,0,0,0,0,0,0,92,0,0,0,0,0,0,0,92
16,DUVAL,1281,SUSIE E. TOLBERT ELEMENTARY SC,0,0,0,0,111,122,128,0,0,0,0,0,0,0,361
16,DUVAL,1291,RIVER CITY SCIENCE ELEMENTARY,0,31,29,33,40,42,44,0,0,0,0,0,0,0,219
16,DUVAL,1411,J. ALLEN AXSON ELEM SCHOOL,113,67,78,83,75,77,61,0,0,0,0,0,0,0,554
16,DUVAL,1421,CHAFFEE TRAIL  ELEMENTARY,4,120,135,116,124,105,115,0,0,0,0,0,0,0,719
16,DUVAL,1431,WEST JACKSONVILLE ELEM. SCHOOL,14,42,42,31,40,29,29,0,0,0,0,0,0,0,227
16,DUVAL,1441,JACKSONVILLE BEACH ELEMENTARY,0,71,83,87,109,127,139,0,0,0,0,0,0,0,616
16,DUVAL,1451,DARNELL COOKMAN MIDDLE/HIGH SC,0,0,0,0,0,0,0,253,236,248,164,104,65,0,"1,070"
16,DUVAL,1461,MATTHEW W. GILBERT MIDDLE SCHO,0,0,0,0,0,0,0,192,180,167,0,0,0,0,539
16,DUVAL,1481,RICHARD L. BROWN ELEMENTARY SC,0,80,77,107,95,80,76,0,0,0,0,0,0,0,515
16,DUVAL,1491,SMART POPE LIVINGSTON ELEM.,2,74,55,55,63,58,61,0,0,0,0,0,0,0,368
16,DUVAL,1501,NEW BERLIN ELEMENTARY SCHOOL,24,148,171,191,165,146,157,0,0,0,0,0,0,0,"1,002"
16,DUVAL,1521,JAMES W JOHNSON COLLEG PREP MI,0,0,0,0,0,0,0,362,360,318,0,0,0,0,"1,040"
16,DUVAL,1531,STANTON COLLEGE PREPARATORY,0,0,0,0,0,0,0,0,0,0,496,459,353,315,"1,623"
16,DUVAL,1542,JOHN E. FORD K-8 SCHOOL,42,156,154,92,85,83,59,46,33,27,0,0,0,0,777
16,DUVAL,1551,NORTHWESTERN MIDDLE SCHOOL,0,0,0,0,0,0,0,179,125,121,0,0,0,0,425
16,DUVAL,1581,GEORGE WASHINGTON CARVER ELEM.,1,62,67,59,73,61,54,0,0,0,0,0,0,0,377
16,DUVAL,1591,PINE FOREST ELEMENTARY SCHOOL,0,80,80,81,91,84,91,0,0,0,0,0,0,0,507
16,DUVAL,1611,BARTRAM SPRINGS ELEMENTARY,7,142,147,110,102,100,106,0,0,0,0,0,0,0,714
16,DUVAL,1621,R. V. DANIELS ELEMENTARY SCHL,0,90,119,115,0,0,0,0,0,0,0,0,0,0,324
16,DUVAL,1631,RUFUS E. PAYNE ELEMENTARY SCHO,18,60,70,68,82,54,65,0,0,0,0,0,0,0,417
16,DUVAL,1641,MT. HERMAN ESE CENTER,8,5,8,16,6,11,8,10,16,8,6,9,11,24,146
16,DUVAL,1651,WILLIAM M. RAINES HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,240,298,224,212,974
16,DUVAL,1661,CARTER G. WOODSON ELEM. SCHOOL,18,82,84,68,77,55,68,0,0,0,0,0,0,0,452
16,DUVAL,1681,EUGENE J. BUTLER MIDDLE SCHOOL,0,0,0,0,0,0,0,120,97,112,0,0,0,0,329
16,DUVAL,1691,S. A. HULL ELEMENTARY SCHOOL,18,51,45,36,45,45,42,0,0,0,0,0,0,0,282
16,DUVAL,1701,PALM AVENUE EXCEP. STUDENT CTR,0,0,0,0,0,0,0,3,7,13,11,16,27,62,139
16,DUVAL,1761,PRETRIAL DETENTION FACILITY,0,0,0,0,0,0,0,1,7,2,29,27,20,10,96
16,DUVAL,1811,HOSPITAL AND HOMEBOUND,0,3,2,4,7,7,6,13,9,9,9,7,16,9,101
16,DUVAL,1821,YOUTH DEVELOPMENT CENTER,0,5,3,1,3,3,0,3,2,3,5,5,0,0,33
16,DUVAL,1851,AMIKIDS JACKSONVILLE,0,0,0,0,0,0,0,3,4,8,19,15,11,2,62
16,DUVAL,1981,TEEN PARENT SERVICE CENTER,224,0,0,0,0,0,0,0,0,0,0,0,0,0,224
16,DUVAL,2021,REYNOLDS LANE ELEMENTARY SCHL,22,45,49,57,57,44,46,0,0,0,0,0,0,0,320
16,DUVAL,2031,KINGS TRAIL ELEMENTARY SCHOOL,0,75,78,91,69,71,74,0,0,0,0,0,0,0,458
16,DUVAL,2051,PICKETT ELEMENTARY SCHOOL,17,38,46,47,40,41,36,0,0,0,0,0,0,0,265
16,DUVAL,2061,BROOKVIEW ELEMENTARY SCHOOL,0,134,126,117,127,122,107,0,0,0,0,0,0,0,733
16,DUVAL,2072,J. E. B. STUART MIDDLE SCHOOL,0,0,0,0,0,0,0,286,281,235,0,0,0,0,802
16,DUVAL,2081,PARKWOOD HEIGHTS ELEMENTARY  S,0,60,81,78,80,85,80,0,0,0,0,0,0,0,464
16,DUVAL,2091,HOLIDAY HILL ELEMENTARY SCHOOL,1,111,98,109,96,109,105,0,0,0,0,0,0,0,629
16,DUVAL,2101,OAK HILL ELEMENTARY SCHOOL,10,96,103,101,99,88,76,0,0,0,0,0,0,0,573
16,DUVAL,2111,SOUTHSIDE MIDDLE SCHOOL,0,0,0,0,0,0,0,322,288,357,0,0,0,0,967
16,DUVAL,2121,JEAN RIBAULT MIDDLE SCHOOL,0,0,0,0,0,0,0,191,187,194,0,0,0,0,572
16,DUVAL,2131,ARLINGTON MIDDLE SCHOOL,0,0,0,0,0,0,0,298,308,241,0,0,0,0,847
16,DUVAL,2141,HYDE GROVE ELEMENTARY SCHOOL,15,63,79,56,75,52,84,0,0,0,0,0,0,0,424
16,DUVAL,2151,JUSTINA ROAD ELEMENTARY SCHOOL,18,49,36,47,43,47,44,0,0,0,0,0,0,0,284
16,DUVAL,2161,JEFFERSON DAVIS MIDDLE SCHOOL,0,0,0,0,0,0,0,430,381,445,0,0,0,0,"1,256"
16,DUVAL,2171,DON BREWER ELEMENTARY SCHOOL,0,0,0,0,163,169,171,0,0,0,0,0,0,0,503
16,DUVAL,2181,SAN MATEO ELEMENTARY SCHOOL,0,114,112,111,124,129,128,0,0,0,0,0,0,0,718
16,DUVAL,2191,JOSEPH STILWELL MIDDLE SCHOOL,0,0,0,0,0,0,0,333,374,320,0,0,0,0,"1,027"
16,DUVAL,2201,"MARTIN LUTHER KING, JR ELEMENT",0,59,83,68,64,62,61,0,0,0,0,0,0,0,397
16,DUVAL,2211,NORMANDY VILLAGE ELEMENTARY SC,0,66,90,95,83,76,113,0,0,0,0,0,0,0,523
16,DUVAL,2221,GREENFIELD ELEMENTARY SCHOOL,6,104,86,108,79,87,80,0,0,0,0,0,0,0,550
16,DUVAL,2231,DUNCAN U. FLETCHER HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,591,570,530,548,"2,239"
16,DUVAL,2241,SAMUEL W. WOLFSON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,441,461,377,347,"1,626"
16,DUVAL,2251,SEABREEZE ELEMENTARY SCHOOL,0,111,114,113,96,99,88,0,0,0,0,0,0,0,621
16,DUVAL,2261,CRYSTAL SPRINGS ELEM. SCHOOL,10,192,179,194,220,199,198,0,0,0,0,0,0,0,"1,192"
16,DUVAL,2271,MAYPORT ELEMENTARY SCHOOL,8,63,50,49,69,59,62,0,0,0,0,0,0,0,360
16,DUVAL,2281,MERRILL ROAD ELEMENTARY SCHOOL,36,185,217,177,0,0,0,0,0,0,0,0,0,0,615
16,DUVAL,2291,JACKSONVILLE HEIGHTS ELEMENTAR,0,132,136,131,155,162,133,0,0,0,0,0,0,0,849
16,DUVAL,2301,BEAUCLERC ELEMENTARY SCHOOL,0,219,233,206,201,182,175,0,0,0,0,0,0,0,"1,216"
16,DUVAL,2311,KERNAN TRAIL ELEMENTARY SCHOOL,7,159,125,150,139,119,120,0,0,0,0,0,0,0,819
16,DUVAL,2321,CHIMNEY LAKES ELEMENTARY SCHL,0,183,186,195,209,170,190,0,0,0,0,0,0,0,"1,133"
16,DUVAL,2331,LONE STAR ELEMENTARY SCHOOL,0,109,107,101,113,133,122,0,0,0,0,0,0,0,685
16,DUVAL,2341,STONEWALL JACKSON ELEM. SCHOOL,0,39,49,46,56,39,48,0,0,0,0,0,0,0,277
16,DUVAL,2351,FORT CAROLINE ELEMENTARY SCHL,0,90,94,93,106,95,92,0,0,0,0,0,0,0,570
16,DUVAL,2361,MAMIE AGNES JONES ELEMENTARY S,0,69,67,50,55,66,72,0,0,0,0,0,0,0,379
16,DUVAL,2371,SANDALWOOD HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,738,771,665,639,"2,813"
16,DUVAL,2381,FORT CAROLINE MIDDLE SCHOOL,0,0,0,0,0,0,0,249,290,290,0,0,0,0,829
16,DUVAL,2391,SABAL PALM ELEMENTARY SCHOOL,16,193,212,180,210,191,193,0,0,0,0,0,0,0,"1,195"
16,DUVAL,2401,ARLINGTON HEIGHTS ELEMENTARY S,0,76,78,72,81,70,65,0,0,0,0,0,0,0,442
16,DUVAL,2411,NATHAN B. FORREST HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,347,388,309,337,"1,381"
16,DUVAL,2421,LOUIS S. SHEFFIELD ELEMENTARY,0,141,139,160,148,126,141,0,0,0,0,0,0,0,855
16,DUVAL,2431,GREGORY DRIVE ELEMENTARY SCHOO,0,130,128,116,104,110,110,0,0,0,0,0,0,0,698
16,DUVAL,2441,HIGHLANDS MIDDLE SCHOOL,0,0,0,0,0,0,0,365,254,282,0,0,0,0,901
16,DUVAL,2451,CROWN POINT ELEMENTARY SCHOOL,16,174,209,182,200,189,186,0,0,0,0,0,0,0,"1,156"
16,DUVAL,2461,NEPTUNE BEACH ELEMENTARY SCHOO,6,159,165,157,145,163,121,0,0,0,0,0,0,0,916
16,DUVAL,2471,JOSEPH FINEGAN ELEMENTARY SCHO,0,89,88,69,71,58,61,0,0,0,0,0,0,0,436
16,DUVAL,2481,EDWARD H. WHITE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,589,562,428,401,"1,980"
16,DUVAL,2491,GREENLAND PINES ELEM. SCHOOL,25,167,178,138,154,134,142,0,0,0,0,0,0,0,938
16,DUVAL,2501,PINE ESTATES ELEMENTARY SCHOOL,0,50,56,53,50,48,43,0,0,0,0,0,0,0,300
16,DUVAL,2511,TWIN LAKES ACADEMY ELEM SCHOOL,0,236,212,236,215,206,211,0,0,0,0,0,0,0,"1,316"
16,DUVAL,2521,ALDEN ROAD EXCEP. STUDENT CENT,0,0,0,0,0,0,0,4,6,7,8,30,18,116,189
16,DUVAL,2531,TWIN LAKES ACADEMY MIDDLE,0,0,0,0,0,0,0,526,518,478,0,0,0,0,"1,522"
16,DUVAL,2541,MAYPORT MIDDLE SCHOOL,0,0,0,0,0,0,0,316,220,226,0,0,0,0,762
16,DUVAL,2551,ENTERPRISE LEARNING ACADEMY,25,132,136,140,125,137,120,0,0,0,0,0,0,0,815
16,DUVAL,2561,LANDMARK MIDDLE SCHOOL,0,0,0,0,0,0,0,513,449,419,0,0,0,0,"1,381"
16,DUVAL,2571,ALIMACANI ELEMENTARY SCHOOL,30,150,191,147,147,168,166,0,0,0,0,0,0,0,999
16,DUVAL,2581,MANDARIN OAKS ELEMENTARY SCHOO,12,188,169,196,170,212,208,0,0,0,0,0,0,0,"1,155"
16,DUVAL,2591,MANDARIN MIDDLE SCHOOL,0,0,0,0,0,0,0,534,507,573,0,0,0,0,"1,614"
16,DUVAL,2601,MANDARIN HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,733,712,624,733,"2,802"
16,DUVAL,2621,ANDREW A. ROBINSON ELEMENTARY,48,108,119,133,136,137,132,0,0,0,0,0,0,0,813
16,DUVAL,2631,ABESS PARK ELEMENTARY SCHOOL,6,100,107,104,121,94,136,0,0,0,0,0,0,0,668
16,DUVAL,2641,CHET'S CREEK ELEMENTARY SCHOOL,0,242,228,231,231,192,211,0,0,0,0,0,0,0,"1,335"
16,DUVAL,2651,FIRST COAST HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,600,603,489,407,"2,099"
16,DUVAL,2661,BANK OF AMERICA LEARNING ACADE,0,34,33,34,28,23,22,0,0,0,0,0,0,0,174
16,DUVAL,2671,LAVILLA SCHOOL OF THE ARTS,0,0,0,0,0,0,0,378,379,348,0,0,0,0,"1,105"
16,DUVAL,2681,ATLANTIC COAST HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,571,451,307,0,"1,329"
16,DUVAL,2691,BISCAYNE ELEMENTARY SCHOOL,22,106,88,80,103,91,90,0,0,0,0,0,0,0,580
16,DUVAL,2701,OCEANWAY ELEMENTARY SCHOOL,0,108,95,101,99,129,99,0,0,0,0,0,0,0,631
16,DUVAL,2741,WESTVIEW K-8,20,133,156,132,136,134,124,84,100,0,0,0,0,0,"1,019"
16,DUVAL,2791,KERNAN MIDDLE SCHOOL,0,0,0,0,0,0,0,444,464,394,0,0,0,0,"1,302"
16,DUVAL,2801,FRANK H. PETERSON ACADEMIES,0,0,0,0,0,0,0,0,0,0,337,341,280,211,"1,169"
16,DUVAL,2851,A. PHILIP RANDOLPH ACADEMIES,53,0,0,0,0,0,0,0,4,4,247,195,202,216,921
16,DUVAL,7001,DISTRICT VIRTUAL INSTRUCTION A,0,15,21,20,31,31,30,0,0,0,6,7,4,1,166
16,DUVAL,7004,DUVAL VIRTUAL INSTRUCTION ACAD,0,0,0,0,0,0,0,40,39,39,61,60,49,28,316
17,ESCAMBIA,21,HELLEN CARO ELEMENTARY SCHOOL,0,135,144,145,145,170,162,0,0,0,0,0,0,0,901
17,ESCAMBIA,31,JIM ALLEN ELEMENTARY SCHOOL,39,111,84,97,112,101,108,0,0,0,0,0,0,0,652
17,ESCAMBIA,51,BELLVIEW ELEMENTARY SCHOOL,0,118,125,120,106,110,105,0,0,0,0,0,0,0,684
17,ESCAMBIA,61,BELLVIEW MIDDLE SCHOOL,0,0,0,0,0,0,0,377,364,383,0,0,0,0,"1,124"
17,ESCAMBIA,101,BRATT ELEMENTARY SCHOOL,37,68,51,73,82,70,79,0,0,0,0,0,0,0,460
17,ESCAMBIA,111,BRENTWOOD ELEMENTARY SCHOOL,1,89,84,93,92,85,87,0,0,0,0,0,0,0,531
17,ESCAMBIA,191,N. B. COOK ELEMENTARY SCHOOL,3,147,112,121,111,101,85,0,0,0,0,0,0,0,680
17,ESCAMBIA,211,CAMELOT ACADEMY OF ESCAMBIA CO,1,0,0,0,0,0,0,19,23,47,42,20,14,4,170
17,ESCAMBIA,221,RANSOM MIDDLE SCHOOL,0,0,0,0,0,0,0,445,455,418,0,0,0,0,"1,318"
17,ESCAMBIA,231,CORDOVA PARK ELEMENTARY SCHOOL,0,95,125,111,111,118,118,0,0,0,0,0,0,0,678
17,ESCAMBIA,271,ENSLEY ELEMENTARY SCHOOL,43,89,75,69,73,47,44,0,0,0,0,0,0,0,440
17,ESCAMBIA,281,ESCAMBIA HIGH SCHOOL,9,0,0,0,0,0,0,0,0,0,614,469,424,344,"1,860"
17,ESCAMBIA,291,FERRY PASS ELEMENTARY SCHOOL,6,129,137,122,101,129,101,0,0,0,0,0,0,0,725
17,ESCAMBIA,301,FERRY PASS MIDDLE SCHOOL,0,0,0,0,0,0,0,334,308,313,0,0,0,0,955
17,ESCAMBIA,311,GEORGE S. HALLMARK ELEMENTARY,18,29,32,31,33,38,51,0,0,0,0,0,0,0,232
17,ESCAMBIA,361,MONTCLAIR ELEMENTARY SCHOOL,18,52,57,55,60,58,47,0,0,0,0,0,0,0,347
17,ESCAMBIA,371,MYRTLE GROVE ELEMENTARY SCHOOL,1,118,107,120,110,110,101,0,0,0,0,0,0,0,667
17,ESCAMBIA,381,NAVY POINT ELEMENTARY SCHOOL,17,79,64,72,77,68,62,0,0,0,0,0,0,0,439
17,ESCAMBIA,391,OAKCREST ELEMENTARY SCHOOL,47,91,90,58,69,56,69,0,0,0,0,0,0,0,480
17,ESCAMBIA,411,PENSACOLA HIGH SCHOOL,12,0,0,0,0,0,0,0,0,0,564,428,366,285,"1,655"
17,ESCAMBIA,441,PINE MEADOW ELEMENTARY SCHOOL,1,155,134,140,143,148,130,0,0,0,0,0,0,0,851
17,ESCAMBIA,451,PLEASANT GROVE ELEMENTARY SCHL,0,123,111,113,99,110,104,0,0,0,0,0,0,0,660
17,ESCAMBIA,461,SCENIC HEIGHTS ELEMENTARY SCHL,6,124,128,133,138,137,126,0,0,0,0,0,0,0,792
17,ESCAMBIA,471,O. J. SEMMES ELEMENTARY SCHOOL,39,40,49,40,42,36,42,0,0,0,0,0,0,0,288
17,ESCAMBIA,491,SHERWOOD ELEMENTARY SCHOOL,5,94,78,85,93,108,78,0,0,0,0,0,0,0,541
17,ESCAMBIA,501,A. K. SUTER ELEMENTARY SCHOOL,0,83,63,58,60,71,64,0,0,0,0,0,0,0,399
17,ESCAMBIA,521,J. M. TATE SENIOR HIGH SCHOOL,5,0,0,0,0,0,0,0,0,0,584,525,460,398,"1,972"
17,ESCAMBIA,541,ERNEST WARD MIDDLE SCHOOL,0,0,0,0,0,0,0,167,165,153,0,0,0,0,485
17,ESCAMBIA,551,WARRINGTON ELEMENTARY SCHOOL,40,98,77,74,87,84,69,0,0,0,0,0,0,0,529
17,ESCAMBIA,561,WARRINGTON MIDDLE SCHOOL,1,0,0,0,0,0,0,241,244,252,0,0,0,0,738
17,ESCAMBIA,572,C. A. WEIS ELEMENTARY SCHOOL,17,107,58,76,87,62,54,0,0,0,0,0,0,0,461
17,ESCAMBIA,581,WEST PENSACOLA ELEMENTARY SCHL,15,106,72,67,78,74,78,0,0,0,0,0,0,0,490
17,ESCAMBIA,601,J. H. WORKMAN MIDDLE SCHOOL,0,0,0,0,0,0,0,351,305,289,0,0,0,0,945
17,ESCAMBIA,602,REINHERDT HOLM ELEMENTARY SCHL,48,75,71,73,59,77,77,0,0,0,0,0,0,0,480
17,ESCAMBIA,611,ALLIE YNIESTRA ELEM. SCHOOL,19,59,33,55,45,39,23,0,0,0,0,0,0,0,273
17,ESCAMBIA,661,SPENCER BIBBS ELEMENTARY SCHL,29,40,40,44,35,50,32,0,0,0,0,0,0,0,270
17,ESCAMBIA,671,BROWN BARGE MIDDLE SCHOOL,0,0,0,0,0,0,0,205,156,185,0,0,0,0,546
17,ESCAMBIA,741,MCMILLIAN LEARNING CENTER,239,0,0,0,0,0,0,0,0,0,0,0,0,0,239
17,ESCAMBIA,771,LINCOLN PARK ELEMENTARY SCHOOL,27,42,21,35,37,32,38,0,0,0,0,0,0,0,232
17,ESCAMBIA,852,WOODHAM MIDDLE SCHOOL,1,0,0,0,0,0,0,326,302,307,0,0,0,0,936
17,ESCAMBIA,862,PINE FOREST HIGH SCHOOL,5,0,0,0,0,0,0,0,0,0,567,528,385,304,"1,789"
17,ESCAMBIA,863,LONGLEAF ELEMENTARY SCHOOL,3,107,106,114,129,141,122,0,0,0,0,0,0,0,722
17,ESCAMBIA,866,JUDY ANDREWS,0,0,0,0,0,0,0,0,0,0,24,9,13,4,50
17,ESCAMBIA,916,ESCAMBIA JUVENILE DETENTION,0,0,0,0,0,2,0,0,9,11,15,7,4,0,48
17,ESCAMBIA,921,L. D. MCARTHUR ELEMENTARY SCHL,1,103,117,120,114,120,123,0,0,0,0,0,0,0,698
17,ESCAMBIA,922,ESCAMBIA WESTGATE CENTER,8,14,12,9,14,11,19,17,19,20,8,14,15,50,230
17,ESCAMBIA,924,LAKEVIEW SPECIAL EDUCATION,0,0,1,1,6,1,3,4,3,3,2,1,1,0,26
17,ESCAMBIA,933,HOSPITAL & HOMEBOUND,0,1,0,0,1,0,1,3,2,2,6,6,3,4,29
17,ESCAMBIA,941,BEULAH ELEMENTARY SCHOOL,0,140,146,127,151,143,146,0,0,0,0,0,0,0,853
17,ESCAMBIA,951,WASHINGTON SENIOR HIGH SCHOOL,11,0,0,0,0,0,0,0,0,0,436,424,386,370,"1,627"
17,ESCAMBIA,961,PENSACOLA BOY'S BASE SCHOOL,0,0,0,0,0,0,0,0,4,2,10,3,3,2,24
17,ESCAMBIA,962,COUNTY ADMINISTRATIVE ANNEX,2,0,0,0,0,0,0,0,0,0,0,0,0,115,117
17,ESCAMBIA,1201,R. C. LIPSCOMB ELEMENTARY SCHL,3,139,159,151,175,157,163,0,0,0,0,0,0,0,947
17,ESCAMBIA,1221,JIM C. BAILEY MIDDLE SCHOOL,0,0,0,0,0,0,0,512,458,521,0,0,0,0,"1,491"
17,ESCAMBIA,1231,NORTHVIEW HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,169,151,120,108,548
17,ESCAMBIA,1241,BLUE ANGELS ELEMENTARY SCHOOL,2,157,133,146,155,139,144,0,0,0,0,0,0,0,876
17,ESCAMBIA,1251,WEST FLORIDA HIGH SCHOOL/TECH,0,0,0,0,0,0,0,0,0,0,339,322,329,304,"1,294"
17,ESCAMBIA,1261,MOLINO PARK ELEMENTARY,43,52,57,72,66,67,64,0,0,0,0,0,0,0,421
17,ESCAMBIA,2019,AMIKIDS,0,0,0,0,0,0,0,1,6,11,22,10,0,0,50
17,ESCAMBIA,2034,PACE PROGRAM,0,0,0,0,0,0,0,2,6,6,19,13,3,1,50
17,ESCAMBIA,2036,LAKEVIEW DROPOUT PREVENTION,0,0,0,0,0,0,0,0,0,1,9,4,2,1,17
17,ESCAMBIA,2067,ESCAMBIA SCH. DIST. JAIL PROG.,0,0,0,0,0,0,0,0,1,4,5,3,3,0,16
17,ESCAMBIA,2081,ESCAMBIA CHARTER SCHOOL,6,0,0,0,0,0,0,0,0,0,36,24,22,14,102
17,ESCAMBIA,2093,BEULAH ACADEMY OF SCIENCE,0,0,0,0,0,0,0,88,88,88,0,0,0,0,264
17,ESCAMBIA,2104,JACKIE HARRIS PREPARATORY ACAD,0,59,35,48,33,24,23,0,0,0,0,0,0,0,222
17,ESCAMBIA,2106,"BYRNEVILLE ELEMENTARY SCHOOL,",0,36,21,19,25,30,28,0,0,0,0,0,0,0,159
17,ESCAMBIA,2108,PENSACOLA BEACH CHARTER SCHOOL,0,21,20,27,22,28,26,0,0,0,0,0,0,0,144
17,ESCAMBIA,2121,CAPSTONE ACADEMY,26,0,0,0,0,0,0,0,0,0,0,0,0,0,26
17,ESCAMBIA,2123,A.A. DIXON CHARTER SCHOOL OF E,0,39,35,34,36,30,38,14,0,0,0,0,0,0,226
17,ESCAMBIA,7001,DISTRICT VIRTUAL INSTRUCTION P,0,1,0,6,6,5,6,7,2,2,0,0,0,0,35
17,ESCAMBIA,7004,ESCAMBIA VIRTUAL ACADEMY,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
18,FLAGLER,11,BUDDY TAYLOR MIDDLE SCHOOL,0,0,0,0,0,0,0,0,522,522,0,0,0,0,"1,044"
18,FLAGLER,14,PATHWAYS ACADEMY,0,0,0,0,0,0,0,2,9,13,11,17,11,13,76
18,FLAGLER,22,BUNNELL ELEMENTARY SCHOOL,94,182,151,152,152,163,163,182,0,0,0,0,0,0,"1,239"
18,FLAGLER,33,HERITAGE ACADEMY PK-12,0,13,12,13,19,14,16,16,16,15,9,21,23,9,196
18,FLAGLER,51,RYMFIRE ELEMENTARY SCHOOL,0,178,193,202,224,183,203,199,0,0,0,0,0,0,"1,382"
18,FLAGLER,61,IMAGINE SCHOOL AT TOWN CENTER,0,86,100,75,46,44,46,50,44,41,0,0,0,0,532
