"Student Membership by Grade, 2009-10",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
DISTRICT NUMBER,DISTRICT NAME,SCHOOL NUMBER,SCHOOL NAME,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,MEMBERSHIP
5,BREVARD,6013,SPESSARD L. HOLLAND ELEMENTARY,6,51,52,48,58,57,51,55,0,0,0,0,0,0,378
5,BREVARD,6051,SEA PARK ELEMENTARY SCHOOL,21,44,34,28,36,48,37,56,0,0,0,0,0,0,304
5,BREVARD,6061,SURFSIDE ELEMENTARY SCHOOL,2,66,60,50,59,64,68,68,0,0,0,0,0,0,437
5,BREVARD,6071,OCEAN BREEZE ELEMENTARY SCHOOL,10,69,55,72,78,82,80,90,0,0,0,0,0,0,536
5,BREVARD,6081,INDIALANTIC ELEMENTARY SCHOOL,8,114,73,108,112,110,137,117,0,0,0,0,0,0,779
5,BREVARD,6082,HERBERT C. HOOVER MIDDLE SCHOO,0,0,0,0,0,0,0,0,225,213,0,0,0,0,438
5,BREVARD,6101,GEMINI ELEMENTARY SCHOOL,4,84,95,77,97,101,99,74,0,0,0,0,0,0,631
5,BREVARD,6141,DR. W.J. CREEL ELEMENTARY SCHL,44,136,109,99,101,86,102,82,0,0,0,0,0,0,759
5,BREVARD,6501,PALM BAY ACADEMY CHARTER SCHOO,0,83,73,65,51,43,56,37,72,47,0,0,0,0,527
5,BREVARD,6506,CAMPUS CHARTER SCHOOL,0,34,21,26,11,12,13,8,0,0,0,0,0,0,125
5,BREVARD,6507,ODYSSEY CHARTER SCHOOL,0,57,57,58,60,104,49,46,55,64,0,0,0,0,550
5,BREVARD,6508,SCULPTOR CHARTER SCHOOL,0,53,53,54,60,52,44,44,48,37,0,0,0,0,445
5,BREVARD,6509,ROYAL PALM CHARTER SCHOOL,0,38,29,28,33,24,17,26,0,0,0,0,0,0,195
5,BREVARD,6511,EDUCATIONAL HORIZONS CHARTER,0,19,15,11,6,10,4,3,0,0,0,0,0,0,68
5,BREVARD,6515,IMAGINE SCHOOLS AT WEST MELBOU,0,84,88,58,73,77,67,77,66,38,0,0,0,0,628
5,BREVARD,6519,PALM BAY COMMUNITY CHARTER-PAT,0,61,68,81,88,73,81,67,68,58,0,0,0,0,645
5,BREVARD,6520,PALM BAY MUNICIPAL CHARTER HIG,0,0,0,0,0,0,0,0,0,0,16,0,0,0,16
5,BREVARD,7001,BREVARD VIRTUAL INSTRUCTION PR,0,0,1,4,6,3,8,11,6,2,0,0,0,0,41
6,BROWARD,11,DEERFIELD BEACH ELEMENTARY SCH,24,145,124,113,133,126,126,0,0,0,0,0,0,0,791
6,BROWARD,21,POMPANO BEACH MIDDLE SCHOOL,0,0,0,0,0,0,0,395,368,339,0,0,0,0,"1,102"
6,BROWARD,31,OAKLAND PARK ELEMENTARY SCHOOL,37,95,91,91,111,71,88,0,0,0,0,0,0,0,584
6,BROWARD,41,NORTH SIDE ELEMENTARY SCHOOL,53,64,67,67,74,54,55,0,0,0,0,0,0,0,434
6,BROWARD,101,DANIA ELEMENTARY SCHOOL,11,91,76,87,80,79,65,0,0,0,0,0,0,0,489
6,BROWARD,111,HOLLYWOOD HILLS ELEM. SCHOOL,6,119,134,125,124,134,127,0,0,0,0,0,0,0,769
6,BROWARD,121,HOLLYWOOD CENTRAL ELEM. SCHOOL,5,120,129,125,108,98,94,0,0,0,0,0,0,0,679
6,BROWARD,131,HALLANDALE ELEMENTARY SCHOOL,1,193,186,194,204,188,188,0,0,0,0,0,0,0,"1,154"
6,BROWARD,151,RIVERLAND ELEMENTARY SCHOOL,36,98,120,100,89,102,92,0,0,0,0,0,0,0,637
6,BROWARD,161,WEST HOLLYWOOD ELEMENTARY SCHO,37,86,108,96,97,89,90,0,0,0,0,0,0,0,603
6,BROWARD,171,SOUTH BROWARD HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,556,513,503,523,"2,095"
6,BROWARD,185,POMPANO BEACH H. S.,0,0,0,0,0,0,0,0,0,0,336,324,287,271,"1,218"
6,BROWARD,191,WILTON MANORS ELEMENTARY SCHOO,18,84,101,97,102,93,105,0,0,0,0,0,0,0,600
6,BROWARD,201,BENNETT ELEMENTARY SCHOOL,45,53,49,56,66,49,52,0,0,0,0,0,0,0,370
6,BROWARD,211,STRANAHAN HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,528,471,391,359,"1,749"
6,BROWARD,221,CROISSANT PARK ELEMENTARY SCHO,40,129,114,111,115,91,107,0,0,0,0,0,0,0,707
6,BROWARD,231,COLBERT ELEMENTARY SCHOOL,35,90,91,98,90,105,82,0,0,0,0,0,0,0,591
6,BROWARD,241,MCARTHUR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,575,559,556,551,"2,241"
6,BROWARD,251,SUNRISE MIDDLE SCHOOL,0,0,0,0,0,0,0,422,415,371,0,0,0,0,"1,208"
6,BROWARD,271,DILLARD ELEMENTARY SCHOOL,44,108,120,114,117,94,110,0,0,0,0,0,0,0,707
6,BROWARD,321,WALKER ELEMENTARY (MAGNET),48,95,75,93,116,98,84,0,0,0,0,0,0,0,609
6,BROWARD,331,COLLINS ELEMENTARY SCHOOL,49,46,43,48,41,44,34,0,0,0,0,0,0,0,305
6,BROWARD,341,BETHUNE MARY M ELEMENTARY SCHO,122,104,91,101,106,91,87,0,0,0,0,0,0,0,702
6,BROWARD,343,ATTUCKS MIDDLE SCHOOL,0,0,0,0,0,0,0,323,298,229,0,0,0,0,850
6,BROWARD,361,BLANCHE ELY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,594,572,475,441,"2,082"
6,BROWARD,371,DILLARD HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,394,377,439,359,"1,569"
6,BROWARD,391,DEERFIELD PARK ELEMENTARY SCHL,35,97,102,112,117,103,98,0,0,0,0,0,0,0,664
6,BROWARD,403,HALLANDALE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,420,407,354,367,"1,548"
6,BROWARD,405,LANIER-JAMES EDUCATION CENTER,0,0,1,3,3,0,2,8,21,21,20,18,14,15,126
6,BROWARD,422,SUNSET SCHOOL,0,1,9,7,11,11,10,18,18,29,14,26,15,35,204
6,BROWARD,431,LAUDERDALE MANORS ELEMENTARY,52,98,82,82,86,77,73,0,0,0,0,0,0,0,550
6,BROWARD,452,WHIDDON RODGERS ED. CENTER,0,0,0,0,0,0,0,0,11,106,77,118,163,234,709
6,BROWARD,461,OAKRIDGE ELEMENTARY SCHOOL,8,111,121,116,128,111,104,0,0,0,0,0,0,0,699
6,BROWARD,471,OLSEN MIDDLE SCHOOL,0,0,0,0,0,0,0,380,428,378,0,0,0,0,"1,186"
6,BROWARD,481,MCNICOL MIDDLE SCHOOL,0,0,0,0,0,0,0,245,265,240,0,0,0,0,750
6,BROWARD,491,HARBORDALE ELEMENTARY SCHOOL,35,48,65,61,63,78,72,0,0,0,0,0,0,0,422
6,BROWARD,501,BROWARD ESTATES ELEMENTARY SCH,18,75,88,116,107,112,91,0,0,0,0,0,0,0,607
6,BROWARD,511,WATKINS ELEMENTARY SCHOOL,0,108,132,136,136,113,129,0,0,0,0,0,0,0,754
6,BROWARD,521,NORTH ANDREWS GARDENS ELEM.,3,123,130,145,156,134,118,0,0,0,0,0,0,0,809
6,BROWARD,531,MIRAMAR ELEMENTARY SCHOOL,56,144,105,141,156,153,130,0,0,0,0,0,0,0,885
6,BROWARD,551,PLANTATION MIDDLE SCHOOL,0,0,0,0,0,0,0,356,312,291,0,0,0,0,959
6,BROWARD,561,NORCREST ELEMENTARY SCHOOL,31,124,106,145,122,140,109,0,0,0,0,0,0,0,777
6,BROWARD,571,TEDDER ELEMENTARY SCHOOL,121,122,116,111,106,110,108,0,0,0,0,0,0,0,794
6,BROWARD,581,MARGATE MIDDLE SCHOOL,0,0,0,0,0,0,0,384,309,280,0,0,0,0,973
6,BROWARD,592,HALLANDALE ADULT/COMMUNITY CTR,45,0,0,0,0,0,0,0,40,163,122,119,100,157,746
6,BROWARD,601,SEAGULL SCHOOL,129,0,0,0,0,0,0,0,4,8,49,58,59,54,361
6,BROWARD,611,SUNLAND PARK ELEMENTARY SCHOOL,58,61,57,41,59,30,40,0,0,0,0,0,0,0,346
6,BROWARD,621,LARKDALE ELEMENTARY SCHOOL,67,65,63,60,76,58,50,0,0,0,0,0,0,0,439
6,BROWARD,631,WESTWOOD HEIGHTS ELEMENTARY,53,95,87,101,122,111,105,0,0,0,0,0,0,0,674
6,BROWARD,641,BAYVIEW ELEMENTARY SCHOOL,1,75,95,85,92,112,83,0,0,0,0,0,0,0,543
6,BROWARD,653,PINE RIDGE ALTERNATIVE CENTER,0,0,0,1,4,5,0,11,26,32,20,16,13,5,133
6,BROWARD,691,STIRLING ELEMENTARY SCHOOL,3,100,104,106,127,104,108,0,0,0,0,0,0,0,652
6,BROWARD,701,PARKWAY MIDDLE SCHOOL,0,0,0,0,0,0,0,396,385,353,0,0,0,0,"1,134"
6,BROWARD,711,ORANGE BROOK ELEMENTARY SCHOOL,3,129,144,128,135,145,98,0,0,0,0,0,0,0,782
6,BROWARD,721,DRIFTWOOD ELEMENTARY SCHOOL,18,101,107,105,128,130,95,0,0,0,0,0,0,0,684
6,BROWARD,731,TROPICAL ELEMENTARY SCHOOL,1,152,141,126,141,144,137,0,0,0,0,0,0,0,842
6,BROWARD,751,POMPANO BEACH ELEMENTARY SCHL,27,84,95,94,103,82,93,0,0,0,0,0,0,0,578
6,BROWARD,761,MEADOWBROOK ELEMENTARY SCHOOL,47,111,88,78,91,77,83,0,0,0,0,0,0,0,575
6,BROWARD,811,BROADVIEW ELEMENTARY SCHOOL,91,145,146,152,147,139,135,0,0,0,0,0,0,0,955
6,BROWARD,831,LAKE FOREST ELEMENTARY SCHOOL,77,124,135,122,161,150,120,0,0,0,0,0,0,0,889
6,BROWARD,841,MCNAB ELEMENTARY SCHOOL,6,156,142,140,120,111,121,0,0,0,0,0,0,0,796
6,BROWARD,851,FLORANADA ELEMENTARY SCHOOL,2,105,99,107,126,131,123,0,0,0,0,0,0,0,693
6,BROWARD,861,DRIFTWOOD MIDDLE SCHOOL,0,0,0,0,0,0,0,545,527,490,0,0,0,0,"1,562"
6,BROWARD,871,BRIGHT HORIZONS,0,3,3,3,2,5,10,8,5,8,11,9,10,57,134
6,BROWARD,881,NEW RIVER MIDDLE SCHOOL,0,0,0,0,0,0,0,422,438,369,0,0,0,0,"1,229"
6,BROWARD,891,SANDERS PARK ELEMENTARY SCHOOL,35,82,81,104,94,67,61,0,0,0,0,0,0,0,524
6,BROWARD,901,CRESTHAVEN ELEMENTARY SCHOOL,34,90,95,105,104,91,97,0,0,0,0,0,0,0,616
6,BROWARD,911,DEERFIELD BEACH MIDDLE SCHOOL,0,0,0,0,0,0,0,393,441,398,0,0,0,0,"1,232"
6,BROWARD,921,STEPHEN FOSTER ELEMENTARY SCHL,45,98,89,96,103,99,93,0,0,0,0,0,0,0,623
6,BROWARD,931,PETERS ELEMENTARY SCHOOL,30,115,99,107,116,131,117,0,0,0,0,0,0,0,715
6,BROWARD,941,PLANTATION ELEMENTARY SCHOOL,49,92,95,87,112,98,90,0,0,0,0,0,0,0,623
6,BROWARD,951,FORT LAUDERDALE HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,486,442,397,345,"1,670"
6,BROWARD,971,BOULEVARD HEIGHTS ELEMENTARY,19,112,140,122,140,124,146,0,0,0,0,0,0,0,803
6,BROWARD,991,WINGATE OAKS CENTER,0,1,2,4,2,2,5,4,5,4,6,12,9,30,86
6,BROWARD,1011,HENRY D. PERRY MIDDLE SCHOOL,0,0,0,0,0,0,0,254,284,308,0,0,0,0,846
6,BROWARD,1021,THE QUEST CENTER,100,1,0,4,5,6,4,9,8,9,7,7,14,39,213
6,BROWARD,1051,SHERIDAN TECHNICAL CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,54,54
6,BROWARD,1071,WILLIAM DANDY MIDDLE SCHOOL,0,0,0,0,0,0,0,299,324,387,0,0,0,0,"1,010"
6,BROWARD,1091,LLOYD ESTATES ELEMENTARY SCHL,47,84,67,67,100,59,68,0,0,0,0,0,0,0,492
6,BROWARD,1131,PALMVIEW ELEMENTARY SCHOOL,44,120,82,103,95,99,94,0,0,0,0,0,0,0,637
6,BROWARD,1151,CORAL SPRINGS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,573,610,621,543,"2,347"
6,BROWARD,1161,MARGATE ELEMENTARY SCHOOL,17,164,178,172,197,168,187,0,0,0,0,0,0,0,"1,083"
6,BROWARD,1171,SUNSHINE ELEMENTARY SCHOOL,18,113,128,134,144,163,156,0,0,0,0,0,0,0,856
6,BROWARD,1191,NORTH FORK ELEMENTARY SCHOOL,54,65,76,81,96,60,50,0,0,0,0,0,0,0,482
6,BROWARD,1211,COOPER CITY ELEMENTARY SCHOOL,3,102,133,100,97,119,161,0,0,0,0,0,0,0,715
6,BROWARD,1221,PEMBROKE PINES ELEMENTARY SCHL,0,110,96,109,102,92,105,0,0,0,0,0,0,0,614
6,BROWARD,1241,NORTHEAST HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,625,601,569,467,"2,262"
6,BROWARD,1251,PLANTATION PARK ELEMENTARY,13,85,85,85,90,91,116,0,0,0,0,0,0,0,565
6,BROWARD,1271,NOVA DWIGHT D. EISENHOWER ELEM,0,133,130,127,128,138,137,0,0,0,0,0,0,0,793
6,BROWARD,1281,NOVA HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,548,564,506,497,"2,115"
6,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY,0,117,130,125,129,133,137,0,0,0,0,0,0,0,771
6,BROWARD,1291,WILLIAM T. MCFATTER TECH. CTR,0,0,0,0,0,0,0,0,0,0,148,146,131,136,561
6,BROWARD,1311,NOVA MIDDLE SCHOOL,0,0,0,0,0,0,0,438,481,461,0,0,0,0,"1,380"
6,BROWARD,1321,SHERIDAN PARK ELEMENTARY SCHL,18,94,103,131,99,109,123,0,0,0,0,0,0,0,677
6,BROWARD,1381,LAUDERHILL PAUL TURNER ELEM.,34,87,87,93,105,93,81,0,0,0,0,0,0,0,580
6,BROWARD,1391,LAUDERHILL MIDDLE SCHOOL,0,0,0,0,0,0,0,179,219,178,0,0,0,0,576
6,BROWARD,1421,COCONUT CREEK ELEMENTARY SCHL,2,140,131,145,157,149,155,0,0,0,0,0,0,0,879
6,BROWARD,1451,PLANTATION HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,592,602,511,519,"2,224"
6,BROWARD,1461,CASTLE HILL ELEMENTARY SCHOOL,69,95,100,106,93,104,107,0,0,0,0,0,0,0,674
6,BROWARD,1611,MARTIN LUTHER KING ELEMENTARY,88,68,69,61,74,54,63,0,0,0,0,0,0,0,477
6,BROWARD,1621,VILLAGE ELEMENTARY SCHOOL,58,102,114,119,157,134,131,0,0,0,0,0,0,0,815
6,BROWARD,1631,ANNABEL C. PERRY ELEMENTARY,61,82,94,112,130,96,96,0,0,0,0,0,0,0,671
6,BROWARD,1641,FAIRWAY ELEMENTARY SCHOOL,39,134,142,160,182,157,159,0,0,0,0,0,0,0,973
6,BROWARD,1661,HOLLYWOOD HILLS HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,549,480,486,488,"2,003"
6,BROWARD,1671,C. ROBERT MARKHAM ELEMENTARY,83,75,83,78,71,72,55,0,0,0,0,0,0,0,517
6,BROWARD,1681,COCONUT CREEK HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,556,520,499,493,"2,068"
6,BROWARD,1701,LAUDERDALE LAKES MIDDLE SCHOOL,0,0,0,0,0,0,0,269,291,331,0,0,0,0,891
6,BROWARD,1711,DEERFIELD BEACH HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,684,634,635,551,"2,504"
6,BROWARD,1741,BOYD H. ANDERSON HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,589,536,490,481,"2,096"
6,BROWARD,1751,MIRAMAR HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,698,699,685,699,"2,781"
6,BROWARD,1752,WHISPERING PINES SCHOOL,9,0,0,3,0,2,3,11,21,25,36,21,24,24,179
6,BROWARD,1761,HOLLYWOOD PARK ELEMENTARY SCHO,0,66,66,76,81,94,96,0,0,0,0,0,0,0,479
6,BROWARD,1781,CYPRESS ELEMENTARY SCHOOL,66,136,156,138,146,116,109,0,0,0,0,0,0,0,867
6,BROWARD,1791,APOLLO MIDDLE SCHOOL,0,0,0,0,0,0,0,260,317,249,0,0,0,0,826
6,BROWARD,1811,SHERIDAN HILLS ELEMENTARY SCHL,60,87,96,88,97,87,93,0,0,0,0,0,0,0,608
6,BROWARD,1831,ORIOLE ELEMENTARY SCHOOL,20,125,122,119,122,141,119,0,0,0,0,0,0,0,768
6,BROWARD,1841,MIRROR LAKE ELEMENTARY SCHOOL,46,85,87,86,95,92,87,0,0,0,0,0,0,0,578
6,BROWARD,1851,ROYAL PALM ELEMENTARY SCHOOL,50,110,102,87,86,168,179,0,0,0,0,0,0,0,782
6,BROWARD,1871,CRYSTAL LAKE COMMUNITY MIDDLE,0,0,0,0,0,0,0,501,450,415,0,0,0,0,"1,366"
6,BROWARD,1881,PINES MIDDLE SCHOOL,0,0,0,0,0,0,0,533,595,520,0,0,0,0,"1,648"
6,BROWARD,1891,SEMINOLE MIDDLE SCHOOL,0,0,0,0,0,0,0,416,450,435,0,0,0,0,"1,301"
6,BROWARD,1901,PIPER HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,692,681,690,701,"2,764"
6,BROWARD,1931,COOPER CITY HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,577,589,575,565,"2,306"
6,BROWARD,1951,PARK RIDGE ELEMENTARY SCHOOL,44,62,60,61,74,57,64,0,0,0,0,0,0,0,422
6,BROWARD,1971,JAMES S. HUNT ELEMENTARY SCHOO,12,129,129,151,163,153,128,0,0,0,0,0,0,0,865
6,BROWARD,2001,BANYAN ELEMENTARY SCHOOL,28,119,100,125,113,119,127,0,0,0,0,0,0,0,731
6,BROWARD,2011,CORAL COVE ELEMENTARY SCHOOL,3,124,121,118,143,145,153,0,0,0,0,0,0,0,807
6,BROWARD,2021,GLADES MIDDLE SCHOOL,0,0,0,0,0,0,0,642,698,680,0,0,0,0,"2,020"
6,BROWARD,2052,WESTPINE MIDDLE SCHOOL,0,0,0,0,0,0,0,473,517,509,0,0,0,0,"1,499"
6,BROWARD,2071,PASADENA LAKES ELEMENTARY SCHL,1,105,129,125,121,128,128,0,0,0,0,0,0,0,737
6,BROWARD,2121,JAMES S. RICKARDS MIDDLE SCHOO,0,0,0,0,0,0,0,292,332,291,0,0,0,0,915
6,BROWARD,2123,CYPRESS RUN ALTERNATIVE/ESE,0,1,2,0,3,1,6,3,20,21,14,29,14,7,121
6,BROWARD,2221,ATLANTIC TECHNICAL CENTER,0,0,0,0,0,0,0,0,0,0,148,138,148,166,600
6,BROWARD,2231,NORTH LAUDERDALE ELEMENTARY,32,98,123,106,132,129,104,0,0,0,0,0,0,0,724
6,BROWARD,2351,SOUTH PLANTATION HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,640,597,635,630,"2,502"
6,BROWARD,2511,ATLANTIC WEST ELEMENTARY SCHL,5,97,106,118,135,136,146,0,0,0,0,0,0,0,743
6,BROWARD,2531,HORIZON ELEMENTARY SCHOOL,2,91,102,111,113,104,114,0,0,0,0,0,0,0,637
6,BROWARD,2541,FLAMINGO ELEMENTARY SCHOOL,17,92,111,110,149,139,144,0,0,0,0,0,0,0,762
6,BROWARD,2551,CORAL SPRINGS ELEMENTARY SCHL,58,94,99,106,112,132,125,0,0,0,0,0,0,0,726
6,BROWARD,2561,CORAL SPRINGS MIDDLE SCHOOL,0,0,0,0,0,0,0,578,590,544,0,0,0,0,"1,712"
6,BROWARD,2571,PIONEER MIDDLE SCHOOL,0,0,0,0,0,0,0,466,494,518,0,0,0,0,"1,478"
6,BROWARD,2611,BAIR MIDDLE SCHOOL,0,0,0,0,0,0,0,353,314,332,0,0,0,0,999
6,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,28,159,173,167,201,211,205,0,0,0,0,0,0,0,"1,144"
6,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,16,95,92,116,103,96,103,0,0,0,0,0,0,0,621
6,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,2,179,181,198,200,176,197,0,0,0,0,0,0,0,"1,133"
6,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,2,113,103,122,108,149,141,0,0,0,0,0,0,0,738
6,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,16,96,98,130,128,134,126,0,0,0,0,0,0,0,728
6,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,18,167,165,172,195,190,213,0,0,0,0,0,0,0,"1,120"
6,BROWARD,2691,MORROW ELEMENTARY SCHOOL,45,74,91,95,93,94,67,0,0,0,0,0,0,0,559
6,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL,0,0,0,0,0,0,0,498,524,473,0,0,0,0,"1,495"
6,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,21,107,150,129,160,170,167,0,0,0,0,0,0,0,904
6,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,39,102,122,128,134,125,151,0,0,0,0,0,0,0,801
6,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,760,758,699,694,"2,911"
6,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,17,112,126,102,132,112,95,0,0,0,0,0,0,0,696
6,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,25,107,124,132,139,138,107,0,0,0,0,0,0,0,772
6,BROWARD,2831,WESTERN HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,800,800,759,724,"3,083"
6,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,35,72,82,97,90,89,116,0,0,0,0,0,0,0,581
6,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,42,116,106,114,130,135,138,0,0,0,0,0,0,0,781
6,BROWARD,2871,SEA CASTLE ELEMENTARY SCHOOL,0,151,152,161,176,166,173,0,0,0,0,0,0,0,979
6,BROWARD,2881,WELLEBY ELEMENTARY SCHOOL,41,97,121,144,166,121,123,0,0,0,0,0,0,0,813
6,BROWARD,2891,RIVERGLADES ELEMENTARY SCHOOL,1,95,94,101,116,121,157,0,0,0,0,0,0,0,685
6,BROWARD,2942,EVERGLADES ELEMENTARY SCHOOL,87,153,150,158,168,189,203,0,0,0,0,0,0,0,"1,108"
6,BROWARD,2961,CHAPEL TRAIL ELEMENTARY SCHOOL,20,132,147,147,163,182,160,0,0,0,0,0,0,0,951
6,BROWARD,2971,SILVER LAKES MIDDLE SCHOOL,0,0,0,0,0,0,0,174,170,210,0,0,0,0,554
6,BROWARD,2981,COUNTRY ISLES ELEMENTARY SCHL,15,161,156,152,155,149,180,0,0,0,0,0,0,0,968
6,BROWARD,3001,WALTER C. YOUNG MIDDLE SCHOOL,0,0,0,0,0,0,0,489,558,658,0,0,0,0,"1,705"
6,BROWARD,3011,MARJORY STONEMAN DOUGLAS HS,0,0,0,0,0,0,0,0,0,0,851,858,784,737,"3,230"
6,BROWARD,3031,RIVERSIDE ELEMENTARY SCHOOL,3,104,124,139,133,131,144,0,0,0,0,0,0,0,778
6,BROWARD,3041,CORAL PARK ELEMENTARY SCHOOL,5,82,85,102,92,115,119,0,0,0,0,0,0,0,600
6,BROWARD,3051,FOREST GLEN MIDDLE SCHOOL,0,0,0,0,0,0,0,498,524,477,0,0,0,0,"1,499"
6,BROWARD,3061,SANDPIPER ELEMENTARY SCHOOL,1,119,135,141,142,136,164,0,0,0,0,0,0,0,838
6,BROWARD,3081,SILVER RIDGE ELEMENTARY SCHOOL,65,123,151,151,163,181,159,0,0,0,0,0,0,0,993
6,BROWARD,3091,WINSTON PARK ELEMENTARY SCHOOL,22,182,215,198,181,210,205,0,0,0,0,0,0,0,"1,213"
6,BROWARD,3101,LYONS CREEK MIDDLE SCHOOL,0,0,0,0,0,0,0,617,788,669,0,0,0,0,"2,074"
6,BROWARD,3111,COUNTRY HILLS ELEMENTARY SCHL,16,125,149,139,183,139,161,0,0,0,0,0,0,0,912
6,BROWARD,3121,QUIET WATERS ELEMENTARY SCHOOL,39,224,234,235,223,210,233,0,0,0,0,0,0,0,"1,398"
6,BROWARD,3131,HAWKES BLUFF ELEMENTARY SCHOOL,29,103,139,140,157,140,167,0,0,0,0,0,0,0,875
6,BROWARD,3151,TEQUESTA TRACE MIDDLE SCHOOL,0,0,0,0,0,0,0,492,560,568,0,0,0,0,"1,620"
6,BROWARD,3171,PARK SPRINGS ELEMENTARY SCHOOL,37,126,153,155,153,155,142,0,0,0,0,0,0,0,921
6,BROWARD,3181,INDIAN TRACE ELEMENTARY SCHOOL,26,103,102,114,118,107,128,0,0,0,0,0,0,0,698
6,BROWARD,3191,EMBASSY CREEK ELEMENTARY SCHOO,1,127,132,152,170,190,145,0,0,0,0,0,0,0,917
6,BROWARD,3221,CHARLES DREW ELEMENTARY SCHOOL,23,116,99,80,110,113,79,0,0,0,0,0,0,0,620
6,BROWARD,3222,CROSS CREEK SCHOOL,0,0,0,3,6,4,5,10,11,20,14,20,15,20,128
6,BROWARD,3291,THURGOOD MARSHALL ELEM. SCHOOL,36,49,60,63,81,54,61,0,0,0,0,0,0,0,404
6,BROWARD,3301,ENDEAVOUR PRIMARY LEARNING CEN,34,94,111,93,95,0,0,0,0,0,0,0,0,0,427
6,BROWARD,3311,PALM COVE ELEMENTARY SCHOOL,1,156,151,144,152,164,157,0,0,0,0,0,0,0,925
6,BROWARD,3321,VIRGINIA SHUMAN YOUNG ELEM,90,114,117,111,118,101,103,0,0,0,0,0,0,0,754
6,BROWARD,3331,SILVER TRAIL MIDDLE SCHOOL,0,0,0,0,0,0,0,554,589,549,0,0,0,0,"1,692"
6,BROWARD,3371,SILVER LAKES ELEMENTARY SCHOOL,19,103,117,125,133,131,140,0,0,0,0,0,0,0,768
6,BROWARD,3391,CHARLES W FLANAGAN HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,867,826,761,758,"3,212"
6,BROWARD,3401,SAWGRASS ELEMENTARY SCHOOL,39,156,138,134,177,164,148,0,0,0,0,0,0,0,956
6,BROWARD,3431,SAWGRASS SPRINGS MIDDLE SCHOOL,0,0,0,0,0,0,0,392,484,412,0,0,0,0,"1,288"
6,BROWARD,3441,EAGLE RIDGE ELEMENTARY SCHOOL,20,102,119,131,137,147,147,0,0,0,0,0,0,0,803
6,BROWARD,3461,EAGLE POINT ELEMENTARY SCHOOL,2,163,177,197,204,221,227,0,0,0,0,0,0,0,"1,191"
6,BROWARD,3471,INDIAN RIDGE MIDDLE SCHOOL,0,0,0,0,0,0,0,706,744,787,0,0,0,0,"2,237"
6,BROWARD,3481,TRADEWINDS ELEMENTARY SCHOOL,28,173,173,180,175,177,188,0,0,0,0,0,0,0,"1,094"
6,BROWARD,3491,SILVER PALMS ELEMENTARY SCHOOL,40,131,132,133,151,144,146,0,0,0,0,0,0,0,877
6,BROWARD,3531,FOX TRAIL ELEMENTARY SCHOOL,0,182,169,198,228,207,237,0,0,0,0,0,0,0,"1,221"
6,BROWARD,3541,MONARCH HIGH SCHOOL,0,0,0,0,0,0,0,0,0,0,545,517,559,484,"2,105"
6,BROWARD,3571,PANTHER RUN ELEMENTARY SCHOOL,3,91,102,127,141,135,123,0,0,0,0,0,0,0,722
6,BROWARD,3581,SILVER SHORES ELEMENTARY SCHL,15,88,110,107,137,123,119,0,0,0,0,0,0,0,699
