DISTRICT #,DISTRICT NAME,SCHOOL #,SCHOOL NAME,PK,KG,1ST,2ND,3RD,4TH,5TH,6TH,7TH,8TH,9TH,10TH,11TH,12TH,TOTAL MEMBERSHIP
6,BROWARD,101,DANIA ELEMENTARY SCHOOL,19,85,104,74,86,67,63, , , , , , , ,498
6,BROWARD,111,HOLLYWOOD HILLS ELEM. SCHOOL,#,134,143,104,128,127,105, , , , , , , ,742
6,BROWARD,121,HOLLYWOOD CENTRAL ELEM. SCHOOL,#,106,96,99,99,75,79, , , , , , , ,556
6,BROWARD,131,HALLANDALE ELEMENTARY SCHOOL, ,210,207,180,184,176,167, , , , , , , ,"1,124"
6,BROWARD,151,RIVERLAND ELEMENTARY SCHOOL,37,93,101,112,111,76,116, , , , , , , ,646
6,BROWARD,161,WEST HOLLYWOOD ELEMENTARY SCHO,42,115,126,109,105,91,110, , , , , , , ,698
6,BROWARD,171,SOUTH BROWARD HIGH SCHOOL, , , , , , , , , , ,526,519,530,467,"2,042"
6,BROWARD,185,POMPANO BEACH H. S., , , , , , , , , , ,333,292,296,287,"1,208"
6,BROWARD,191,WILTON MANORS ELEMENTARY SCHOO,20,121,99,94,93,99,84, , , , , , , ,610
6,BROWARD,201,BENNETT ELEMENTARY SCHOOL,54,64,74,62,63,55,59, , , , , , , ,431
6,BROWARD,211,STRANAHAN HIGH SCHOOL, , , , , , , , , , ,424,394,401,357,"1,576"
6,BROWARD,221,CROISSANT PARK ELEMENTARY SCHO,34,125,130,121,133,97,102, , , , , , , ,742
6,BROWARD,231,COLBERT ELEMENTARY SCHOOL,66,95,99,82,84,88,77, , , , , , , ,591
6,BROWARD,241,MCARTHUR HIGH SCHOOL, , , , , , , , , , ,547,575,624,464,"2,210"
6,BROWARD,251,SUNRISE MIDDLE SCHOOL, , , , , , , ,510,439,376, , , , ,"1,325"
6,BROWARD,271,DILLARD ELEMENTARY SCHOOL,76,111,130,120,120,117,117, , , , , , , ,791
6,BROWARD,321,WALKER ELEMENTARY (MAGNET),37,55,99,87,107,108,99, , , , , , , ,592
6,BROWARD,331,COLLINS ELEMENTARY SCHOOL,#,45,53,26,60,44,38, , , , , , , ,275
6,BROWARD,341,BETHUNE MARY M ELEMENTARY SCHO,158,100,113,98,80,91,56, , , , , , , ,696
6,BROWARD,343,ATTUCKS MIDDLE SCHOOL, , , , , , , ,228,251,267, , , , ,746
6,BROWARD,361,BLANCHE ELY HIGH SCHOOL, , , , , , , , , , ,542,577,496,435,"2,050"
6,BROWARD,371,DILLARD HIGH SCHOOL, , , , , , , ,105,70,76,494,416,392,305,"1,858"
6,BROWARD,391,DEERFIELD PARK ELEMENTARY SCHL,40,88,114,98,85,85,77, , , , , , , ,587
6,BROWARD,403,HALLANDALE HIGH SCHOOL, , , , , , , , , , ,355,347,283,291,"1,276"
6,BROWARD,405,LANIER-JAMES EDUCATION CENTER, , ,#, , ,#,#,#,#,15,#,15,#,#,60
6,BROWARD,452,WHIDDON RODGERS ED. CENTER, , , , , , , , , ,48,113,162,320,435,"1,078"
6,BROWARD,461,OAKRIDGE ELEMENTARY SCHOOL,20,91,116,74,116,106,89, , , , , , , ,612
6,BROWARD,471,OLSEN MIDDLE SCHOOL, , , , , , , ,253,295,313, , , , ,861
6,BROWARD,481,MCNICOL MIDDLE SCHOOL, , , , , , , ,300,342,281, , , , ,923
6,BROWARD,491,HARBORDALE ELEMENTARY SCHOOL,#,62,93,73,72,68,68, , , , , , , ,437
6,BROWARD,501,BROWARD ESTATES ELEMENTARY SCH,20,66,72,87,95,75,71, , , , , , , ,486
6,BROWARD,511,WATKINS ELEMENTARY SCHOOL,#,97,127,119,130,115,128, , , , , , , ,720
6,BROWARD,521,NORTH ANDREWS GARDENS ELEM., ,147,146,143,138,121,121, , , , , , , ,816
6,BROWARD,531,MIRAMAR ELEMENTARY SCHOOL,39,137,140,125,133,135,127, , , , , , , ,836
6,BROWARD,551,PLANTATION MIDDLE SCHOOL, , , , , , , ,266,343,351, , , , ,960
6,BROWARD,561,NORCREST ELEMENTARY SCHOOL,29,139,148,98,169,121,115, , , , , , , ,819
6,BROWARD,571,TEDDER ELEMENTARY SCHOOL,36,105,125,108,135,86,104, , , , , , , ,699
6,BROWARD,581,MARGATE MIDDLE SCHOOL, , , , , , , ,456,464,443, , , , ,"1,363"
6,BROWARD,592,HALLANDALE ADULT/COMMUNITY CTR,39, , , , , , , ,28,116,38,76,95,227,619
6,BROWARD,601,SEAGULL SCHOOL,72, , , , , , , , ,#,#,32,69,108,289
6,BROWARD,611,SUNLAND PARK ELEMENTARY SCHOOL,106,64,69,59,55, , , , , , , , , ,353
6,BROWARD,621,LARKDALE ELEMENTARY SCHOOL,56,63,64,70,70,54,40, , , , , , , ,417
6,BROWARD,631,WESTWOOD HEIGHTS ELEMENTARY,55,83,83,78,103,94,87, , , , , , , ,583
6,BROWARD,641,BAYVIEW ELEMENTARY SCHOOL,#,109,102,102,92,101,93, , , , , , , ,600
6,BROWARD,653,PINE RIDGE ALTERNATIVE CENTER, , ,#,#,#,#,#,#,19,19,14,23,#,#,100
6,BROWARD,691,STIRLING ELEMENTARY SCHOOL, ,129,127,87,131,101,88, , , , , , , ,663
6,BROWARD,701,PARKWAY MIDDLE SCHOOL, , , , ,11,18,32,580,566,434, , , , ,"1,641"
6,BROWARD,711,ORANGE BROOK ELEMENTARY SCHOOL, ,131,151,146,149,130,143, , , , , , , ,850
6,BROWARD,721,DRIFTWOOD ELEMENTARY SCHOOL,18,87,102,98,92,77,94, , , , , , , ,568
6,BROWARD,731,TROPICAL ELEMENTARY SCHOOL,16,145,133,164,172,182,140, , , , , , , ,952
6,BROWARD,751,POMPANO BEACH ELEMENTARY SCHOO,20,72,97,84,80,83,83, , , , , , , ,519
6,BROWARD,761,MEADOWBROOK ELEMENTARY SCHOOL,39,119,112,128,109,114,89, , , , , , , ,710
6,BROWARD,811,BROADVIEW ELEMENTARY SCHOOL,75,155,181,142,183,166,136, , , , , , , ,"1,038"
6,BROWARD,831,LAKE FOREST ELEMENTARY SCHOOL,82,145,110,141,117,103,116, , , , , , , ,814
6,BROWARD,841,MCNAB ELEMENTARY SCHOOL,#,99,120,116,124,115,104, , , , , , , ,682
6,BROWARD,851,FLORANADA ELEMENTARY SCHOOL, ,106,144,140,131,120,107, , , , , , , ,748
6,BROWARD,861,DRIFTWOOD MIDDLE SCHOOL, , , , , , , ,474,511,557, , , , ,"1,542"
6,BROWARD,871,BRIGHT HORIZONS, ,#,#,#,#,11,#,#,#,#,11,#,#,53,143
6,BROWARD,881,NEW RIVER MIDDLE SCHOOL, , , , , , , ,450,493,427, , , , ,"1,370"
6,BROWARD,891,SANDERS PARK ELEMENTARY SCHOOL,36,83,102,91,117,74,66, , , , , , , ,569
6,BROWARD,901,CRESTHAVEN ELEMENTARY SCHOOL,74,92,101,107,97,102,75, , , , , , , ,648
6,BROWARD,911,DEERFIELD BEACH MIDDLE SCHOOL, , , , , , , ,381,392,396, , , , ,"1,169"
6,BROWARD,921,STEPHEN FOSTER ELEMENTARY SCHL,42,115,112,102,95,114,91, , , , , , , ,671
6,BROWARD,931,PETERS ELEMENTARY SCHOOL,55,108,110,101,109,110,91, , , , , , , ,684
6,BROWARD,941,PLANTATION ELEMENTARY SCHOOL,41,77,80,85,103,91,90, , , , , , , ,567
6,BROWARD,951,FORT LAUDERDALE HIGH SCHOOL, , , , , , , , , , ,543,604,503,425,"2,075"
6,BROWARD,971,BOULEVARD HEIGHTS ELEMENTARY,45,103,112,111,134,117,129, , , , , , , ,751
6,BROWARD,991,WINGATE OAKS CENTER,52,#,#,#,#,#, ,#,#,#,#,#,#,33,125
6,BROWARD,1011,HENRY D. PERRY MIDDLE SCHOOL, , , , , , , ,204,214,202, , , , ,620
6,BROWARD,1021,THE QUEST CENTER, ,#,#,#,#,#,#,#,#,11,14,#,12,53,134
6,BROWARD,1051,SHERIDAN TECHNICAL CENTER, , , , , , , , , , , , , ,49,49
6,BROWARD,1071,WILLIAM DANDY MIDDLE SCHOOL, , , , , , , ,345,389,362, , , , ,"1,096"
6,BROWARD,1091,LLOYD ESTATES ELEMENTARY SCHL,40,86,105,97,89,101,72, , , , , , , ,590
6,BROWARD,1131,PALMVIEW ELEMENTARY SCHOOL,41,98,113,101,111,99,95, , , , , , , ,658
6,BROWARD,1151,CORAL SPRINGS HIGH SCHOOL, , , , , , , , , , ,657,643,679,553,"2,532"
6,BROWARD,1161,MARGATE ELEMENTARY SCHOOL,27,167,145,146,168,139,143, , , , , , , ,935
6,BROWARD,1171,SUNSHINE ELEMENTARY SCHOOL,19,119,115,120,99,101,109, , , , , , , ,682
6,BROWARD,1191,NORTH FORK ELEMENTARY SCHOOL,55,82,83,74,82,82,98, , , , , , , ,556
6,BROWARD,1211,COOPER CITY ELEMENTARY SCHOOL,#,128,125,146,144,143,137, , , , , , , ,824
6,BROWARD,1221,PEMBROKE PINES ELEMENTARY SCHL, ,98,112,107,89,85,111, , , , , , , ,602
6,BROWARD,1241,NORTHEAST HIGH SCHOOL, , , , , , , , , , ,493,487,483,389,"1,852"
6,BROWARD,1251,PLANTATION PARK ELEMENTARY,11,73,79,77,86,90,79, , , , , , , ,495
6,BROWARD,1271,NOVA DWIGHT D. EISENHOWER ELEM, ,125,114,126,127,131,130, , , , , , , ,753
6,BROWARD,1281,NOVA HIGH SCHOOL, , , , , , , , , , ,525,575,539,509,"2,148"
6,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY, ,126,125,126,126,132,134, , , , , , , ,769
6,BROWARD,1291,WILLIAM T. MCFATTER TECH. CTR, , , , , , , , , , ,151,147,143,165,606
6,BROWARD,1311,NOVA MIDDLE SCHOOL, , , , , , , ,415,412,417, , , , ,"1,244"
6,BROWARD,1321,SHERIDAN PARK ELEMENTARY SCHL,21,112,123,123,118,80,103, , , , , , , ,680
6,BROWARD,1381,LAUDERHILL PAUL TURNER ELEM.,49,106,111,119,103,100,99, , , , , , , ,687
6,BROWARD,1391,LAUDERHILL MIDDLE SCHOOL, , , , , , , ,225,198,202,26, , , ,651
6,BROWARD,1421,COCONUT CREEK ELEMENTARY SCHL,#,134,156,119,118,130,119, , , , , , , ,777
6,BROWARD,1451,PLANTATION HIGH SCHOOL, , , , , , , , , , ,581,609,533,463,"2,186"
6,BROWARD,1461,CASTLE HILL ELEMENTARY SCHOOL,68,88,99,86,113,78,88, , , , , , , ,620
6,BROWARD,1611,MARTIN LUTHER KING ELEMENTARY,87,80,79,59,62,58,61, , , , , , , ,486
6,BROWARD,1621,VILLAGE ELEMENTARY SCHOOL,37,110,120,122,128,140,142, , , , , , , ,799
6,BROWARD,1631,ANNABEL C. PERRY ELEMENTARY,73,112,103,113,126,123,101, , , , , , , ,751
6,BROWARD,1641,FAIRWAY ELEMENTARY SCHOOL,64,123,106,112,107,107,120, , , , , , , ,739
6,BROWARD,1661,HOLLYWOOD HILLS HIGH SCHOOL, , , , , , , , , , ,611,609,443,424,"2,087"
6,BROWARD,1671,C. ROBERT MARKHAM ELEMENTARY,75,93,97,94,95,70,87, , , , , , , ,611
6,BROWARD,1681,COCONUT CREEK HIGH SCHOOL, , , , , , , , , , ,365,389,322,308,"1,384"
6,BROWARD,1701,LAUDERDALE LAKES MIDDLE SCHOOL, , , , , , , ,295,343,392, , , , ,"1,030"
6,BROWARD,1711,DEERFIELD BEACH HIGH SCHOOL, , , , , , , , , , ,648,634,604,489,"2,375"
6,BROWARD,1741,BOYD H. ANDERSON HIGH SCHOOL, , , , , , , , , , ,525,468,423,397,"1,813"
6,BROWARD,1751,MIRAMAR HIGH SCHOOL, , , , , , , , , , ,709,641,605,651,"2,606"
6,BROWARD,1752,WHISPERING PINES SCHOOL, , ,#,#,#,#,10,11,29,39,22,27,39,39,231
6,BROWARD,1761,HOLLYWOOD PARK ELEMENTARY SCHO,46,82,71,94,82,69,79, , , , , , , ,523
6,BROWARD,1762,POSTSECONDARY ALTERNATIVES SEC, , , , , , , , , , , , , ,13,13
6,BROWARD,1781,CYPRESS ELEMENTARY SCHOOL,63,127,173,132,149,108,123, , , , , , , ,875
6,BROWARD,1791,APOLLO MIDDLE SCHOOL, , , , , , , ,371,409,434, , , , ,"1,214"
6,BROWARD,1811,SHERIDAN HILLS ELEMENTARY SCHL,48,88,106,92,103,84,90, , , , , , , ,611
6,BROWARD,1831,ORIOLE ELEMENTARY SCHOOL,19,101,94,106,112,112,116, , , , , , , ,660
6,BROWARD,1841,MIRROR LAKE ELEMENTARY SCHOOL,49,74,89,78,76,68,56, , , , , , , ,490
6,BROWARD,1851,ROYAL PALM ELEMENTARY SCHOOL,67,93,76,105,109,145,145, , , , , , , ,740
6,BROWARD,1871,CRYSTAL LAKE COMMUNITY MIDDLE, , , , , , , ,461,432,476, , , , ,"1,369"
6,BROWARD,1881,PINES MIDDLE SCHOOL, , , , , , , ,438,470,450, , , , ,"1,358"
6,BROWARD,1891,SEMINOLE MIDDLE SCHOOL, , , , , , , ,327,394,416, , , , ,"1,137"
6,BROWARD,1901,PIPER HIGH SCHOOL, , , , , , , , , , ,620,692,603,576,"2,491"
6,BROWARD,1931,COOPER CITY HIGH SCHOOL, , , , , , , , , , ,514,549,557,520,"2,140"
6,BROWARD,1951,PARK RIDGE ELEMENTARY SCHOOL,90,73,63,74,79,82,66, , , , , , , ,527
6,BROWARD,1971,JAMES S. HUNT ELEMENTARY SCHOO,#,111,144,140,164,134,132, , , , , , , ,826
6,BROWARD,2001,BANYAN ELEMENTARY SCHOOL,33,100,117,121,136,107,102, , , , , , , ,716
6,BROWARD,2011,CORAL COVE ELEMENTARY SCHOOL,22,147,141,132,129,139,130, , , , , , , ,840
6,BROWARD,2021,GLADES MIDDLE SCHOOL, , , , , , , ,471,487,525, , , , ,"1,483"
6,BROWARD,2041,BEACHSIDE MONTESSORI VILLAGE,72,77,79,88,75,80,74,77,77,71, , , , ,770
6,BROWARD,2052,WESTPINE MIDDLE SCHOOL, , , , , , , ,358,386,452, , , , ,"1,196"
6,BROWARD,2071,PASADENA LAKES ELEMENTARY SCHL,11,96,102,94,106,91,83, , , , , , , ,583
6,BROWARD,2121,JAMES S. RICKARDS MIDDLE SCHOO, , , , , , , ,316,346,291, , , , ,953
6,BROWARD,2123,CYPRESS RUN ALTERNATIVE/ESE, , ,#,#,#,#,#,#,15,21,#,#,12,#,78
6,BROWARD,2221,ATLANTIC TECHNICAL CENTER, , , , , , , , , , ,160,150,138,191,639
6,BROWARD,2231,NORTH LAUDERDALE ELEMENTARY,36,78,84,87,126,89,95, , , , , , , ,595
6,BROWARD,2351,SOUTH PLANTATION HIGH SCHOOL, , , , , , , , , , ,648,669,559,508,"2,384"
6,BROWARD,2511,ATLANTIC WEST ELEMENTARY SCHL,19,98,101,116,129,94,95, , , , , , , ,652
6,BROWARD,2531,HORIZON ELEMENTARY SCHOOL,19,80,81,88,76,80,106, , , , , , , ,530
6,BROWARD,2541,FLAMINGO ELEMENTARY SCHOOL,21,100,123,110,101,108,122, , , , , , , ,685
6,BROWARD,2551,CORAL SPRINGS ELEMENTARY SCHL,58,71,101,108,104,89,91, , , , , , , ,622
6,BROWARD,2561,CORAL SPRINGS MIDDLE SCHOOL, , , , , , , ,371,412,474, , , , ,"1,257"
6,BROWARD,2571,PIONEER MIDDLE SCHOOL, , , , , , , ,399,427,485, , , , ,"1,311"
6,BROWARD,2611,BAIR MIDDLE SCHOOL, , , , , , , ,322,301,299, , , , ,922
6,BROWARD,2621,TAMARAC ELEMENTARY SCHOOL,16,142,136,143,138,141,164, , , , , , , ,880
6,BROWARD,2631,FOREST HILLS ELEMENTARY SCHOOL,23,94,90,76,100,90,88, , , , , , , ,561
6,BROWARD,2641,CENTRAL PARK ELEMENTARY SCHOOL,#,186,177,191,203,169,170, , , , , , , ,"1,098"
6,BROWARD,2661,PEMBROKE LAKES ELEMENTARY SCHL,#,91,102,94,79,92,86, , , , , , , ,545
6,BROWARD,2671,NOB HILL ELEMENTARY SCHOOL,23,118,108,89,94,94,94, , , , , , , ,620
6,BROWARD,2681,WESTCHESTER ELEMENTARY SCHOOL,19,171,209,192,212,209,212, , , , , , , ,"1,224"
6,BROWARD,2691,MORROW ELEMENTARY SCHOOL,48,68,68,66,76,75,81, , , , , , , ,482
6,BROWARD,2711,RAMBLEWOOD MIDDLE SCHOOL, , , , , , , ,379,381,443, , , , ,"1,203"
6,BROWARD,2721,RAMBLEWOOD ELEMENTARY SCHOOL,24,130,116,105,139,129,157, , , , , , , ,800
6,BROWARD,2741,MAPLEWOOD ELEMENTARY SCHOOL,22,101,113,111,122,102,127, , , , , , , ,698
6,BROWARD,2751,J. P. TARAVELLA HIGH SCHOOL, , , , , , , , , , ,807,748,739,766,"3,060"
6,BROWARD,2801,DAVIE ELEMENTARY SCHOOL,19,114,136,122,118,119,124, , , , , , , ,752
6,BROWARD,2811,PINEWOOD ELEMENTARY SCHOOL,28,87,105,78,126,89,102, , , , , , , ,615
6,BROWARD,2831,WESTERN HIGH SCHOOL, , , , , , , , , , ,767,803,812,698,"3,080"
6,BROWARD,2851,GRIFFIN ELEMENTARY SCHOOL,55,74,92,76,87,87,87, , , , , , , ,558
6,BROWARD,2861,PINES LAKES ELEMENTARY SCHOOL,39,102,117,89,112,73,88, , , , , , , ,620
6,BROWARD,2871,SEA CASTLE ELEMENTARY SCHOOL, ,117,157,126,145,128,109, , , , , , , ,782
6,BROWARD,2881,WELLEBY ELEMENTARY SCHOOL,48,113,133,118,119,99,117, , , , , , , ,747
6,BROWARD,2891,RIVERGLADES ELEMENTARY SCHOOL,#,105,107,114,103,110,103, , , , , , , ,643
6,BROWARD,2942,EVERGLADES ELEMENTARY SCHOOL,27,128,129,149,150,188,174, , , , , , , ,945
6,BROWARD,2961,CHAPEL TRAIL ELEMENTARY SCHOOL,13,104,114,117,128,132,144, , , , , , , ,752
6,BROWARD,2971,SILVER LAKES MIDDLE SCHOOL, , , , , , , ,290,295,244, , , , ,829
6,BROWARD,2981,COUNTRY ISLES ELEMENTARY SCHL,19,133,146,154,166,173,165, , , , , , , ,956
6,BROWARD,3001,WALTER C. YOUNG MIDDLE SCHOOL, , , , , , , ,357,357,462, , , , ,"1,176"
6,BROWARD,3011,MARJORY STONEMAN DOUGLAS HS, , , , , , , , , , ,789,793,717,739,"3,038"
6,BROWARD,3031,RIVERSIDE ELEMENTARY SCHOOL,#,120,100,118,129,117,127, , , , , , , ,712
6,BROWARD,3041,CORAL PARK ELEMENTARY SCHOOL,#,91,116,118,113,93,98, , , , , , , ,631
6,BROWARD,3051,FOREST GLEN MIDDLE SCHOOL, , , , , , , ,431,462,507, , , , ,"1,400"
6,BROWARD,3061,SANDPIPER ELEMENTARY SCHOOL, ,109,98,114,126,92,107, , , , , , , ,646
6,BROWARD,3081,SILVER RIDGE ELEMENTARY SCHOOL,61,146,149,143,155,135,145, , , , , , , ,934
6,BROWARD,3091,WINSTON PARK ELEMENTARY SCHOOL,27,180,180,190,194,202,189, , , , , , , ,"1,162"
6,BROWARD,3101,LYONS CREEK MIDDLE SCHOOL, , , , , , , ,578,597,624, , , , ,"1,799"
6,BROWARD,3111,COUNTRY HILLS ELEMENTARY SCHL,11,127,141,151,153,133,138, , , , , , , ,854
6,BROWARD,3121,QUIET WATERS ELEMENTARY SCHOOL,39,211,255,234,241,223,234, , , , , , , ,"1,437"
6,BROWARD,3131,HAWKES BLUFF ELEMENTARY SCHOOL,34,120,122,145,137,127,134, , , , , , , ,819
6,BROWARD,3151,TEQUESTA TRACE MIDDLE SCHOOL, , , , , , , ,460,446,478, , , , ,"1,384"
6,BROWARD,3171,PARK SPRINGS ELEMENTARY SCHOOL,37,122,133,141,162,151,166, , , , , , , ,912
6,BROWARD,3181,INDIAN TRACE ELEMENTARY SCHOOL,21,112,119,107,141,109,114, , , , , , , ,723
6,BROWARD,3191,EMBASSY CREEK ELEMENTARY SCHOO, ,184,144,146,179,167,161, , , , , , , ,981
6,BROWARD,3221,CHARLES DREW ELEMENTARY SCHOOL,26,114,111,118,97,98,85, , , , , , , ,649
6,BROWARD,3222,CROSS CREEK SCHOOL, , , ,#,#,#,#,12,15,19,23,25,16,32,162
6,BROWARD,3291,THURGOOD MARSHALL ELEM. SCHOOL,26,78,73,89,72,77,89, , , , , , , ,504
6,BROWARD,3301,ENDEAVOUR PRIMARY LEARNING CEN,46,116,89,94,86, , , , , , , , , ,431
6,BROWARD,3311,PALM COVE ELEMENTARY SCHOOL, ,136,140,136,133,142,134, , , , , , , ,821
6,BROWARD,3321,VIRGINIA SHUMAN YOUNG ELEM,80,113,103,117,114,112,100, , , , , , , ,739
6,BROWARD,3331,SILVER TRAIL MIDDLE SCHOOL, , , , , , , ,445,529,505, , , , ,"1,479"
6,BROWARD,3371,SILVER LAKES ELEMENTARY SCHOOL,13,83,94,84,104,89,86, , , , , , , ,553
6,BROWARD,3391,CHARLES W FLANAGAN HIGH SCHOOL, , , , , , , , , , ,700,693,775,745,"2,913"
6,BROWARD,3401,SAWGRASS ELEMENTARY SCHOOL,18,145,161,133,152,152,125, , , , , , , ,886
6,BROWARD,3431,SAWGRASS SPRINGS MIDDLE SCHOOL, , , , , , , ,339,379,461, , , , ,"1,179"
6,BROWARD,3441,EAGLE RIDGE ELEMENTARY SCHOOL,22,109,135,125,136,133,151, , , , , , , ,811
6,BROWARD,3461,EAGLE POINT ELEMENTARY SCHOOL,17,183,201,204,200,189,196, , , , , , , ,"1,190"
6,BROWARD,3471,INDIAN RIDGE MIDDLE SCHOOL, , , , , , , ,538,647,628, , , , ,"1,813"
6,BROWARD,3481,TRADEWINDS ELEMENTARY SCHOOL,27,187,220,194,189,189,152, , , , , , , ,"1,158"
6,BROWARD,3491,SILVER PALMS ELEMENTARY SCHOOL,19,89,103,100,95,119,126, , , , , , , ,651
6,BROWARD,3531,FOX TRAIL ELEMENTARY SCHOOL, ,168,201,221,198,213,203, , , , , , , ,"1,204"
6,BROWARD,3541,MONARCH HIGH SCHOOL, , , , , , , , , , ,594,583,590,484,"2,251"
6,BROWARD,3571,PANTHER RUN ELEMENTARY SCHOOL, ,83,82,97,102,90,93, , , , , , , ,547
6,BROWARD,3581,SILVER SHORES ELEMENTARY SCHL,20,78,70,74,89,84,100, , , , , , , ,515
6,BROWARD,3591,LAKESIDE ELEMENTARY SCHOOL,30,114,102,110,120,105,134, , , , , , , ,715
6,BROWARD,3622,FALCON COVE MIDDLE SCHOOL, , , , , , , ,723,684,816, , , , ,"2,223"
6,BROWARD,3623,CYPRESS BAY HIGH SCHOOL, , , , , , , , , , ,"1,091","1,114","1,099","1,099","4,403"
6,BROWARD,3631,PARKSIDE ELEMENTARY SCHOOL,19,112,113,121,115,129,133, , , , , , , ,742
6,BROWARD,3642,GATOR RUN ELEMENTARY SCHOOL,31,175,175,195,195,219,196, , , , , , , ,"1,186"
6,BROWARD,3651,DAVE THOMAS EDUCATION CENTER,183, , , , , , , ,19,89,#,59,113,266,731
6,BROWARD,3661,SUNSET LAKES ELEMENTARY SCHOOL,35,124,153,127,110,155,117, , , , , , , ,821
6,BROWARD,3701,ROCK ISLAND ELEMENTARY SCHOOL,29,71,103,79,109,77,83, , , , , , , ,551
6,BROWARD,3731,EVERGLADES HIGH SCHOOL, , , , , , , , , , ,548,602,690,585,"2,425"
6,BROWARD,3741,COCONUT PALM ELEMENTARY SCHOOL,#,158,155,170,173,153,118, , , , , , , ,928
6,BROWARD,3751,DOLPHIN BAY ELEMENTARY SCHOOL,12,108,125,115,105,104,125, , , , , , , ,694
6,BROWARD,3761,PARK LAKES ELEMENTARY SCHOOL,19,175,204,186,210,165,182, , , , , , , ,"1,141"
6,BROWARD,3771,CHALLENGER ELEMENTARY SCHOOL,32,138,172,147,159,151,147, , , , , , , ,946
6,BROWARD,3781,PARK TRAILS ELEMENTARY SCHOOL,29,133,159,161,147,192,163, , , , , , , ,984
6,BROWARD,3821,LIBERTY ELEMENTARY SCHOOL, ,162,162,169,155,172,157, , , , , , , ,977
6,BROWARD,3841,MANATEE BAY ELEMENTARY SCHOOL,12,158,173,209,177,227,223, , , , , , , ,"1,179"
6,BROWARD,3851,COLLEGE ACADEMY AT BCC, , , , , , , , , , , , ,178,166,344
6,BROWARD,3861,CORAL GLADES HIGH SCHOOL, , , , , , , , , , ,598,633,601,584,"2,416"
6,BROWARD,3871,WESTGLADES MIDDLE SCHOOL, , , , , , , ,459,491,490, , , , ,"1,440"
6,BROWARD,3911,NEW RENAISSANCE MIDDLE SCHOOL, , , , , , , ,328,375,376, , , , ,"1,079"
6,BROWARD,3931,GULFSTREAM MIDDLE SCHOOL, , , , , , , ,178,165,172, , , , ,515
6,BROWARD,3961,HERON HEIGHTS ELEMENTARY SCHOO,#,174,156,135,194,186,173, , , , , , , ,"1,019"
6,BROWARD,3962,DISCOVERY ELEMENTARY SCHOOL,15,143,148,159,150,151,155, , , , , , , ,921
6,BROWARD,3971,WEST BROWARD HIGH SCHOOL, , , , , , , , , , ,657,669,728,664,"2,718"
6,BROWARD,4772,MILLENNIUM MIDDLE SCHOOL, , , , , , , ,428,442,477, , , , ,"1,347"
6,BROWARD,5001,BEN GAMLA CHARTER SCHOOL NORTH, , , , , , , ,26,23,27, , , , ,76
6,BROWARD,5002,SOMERSET ACADEMY VILLAGE CHART, , , , , , , ,44,46,45, , , , ,135
6,BROWARD,5003,SOMERSET PREP ACADEMY AT N LAU, ,91,109,84,82,70,69,89,90,116, , , , ,800
6,BROWARD,5004,SOMERSET VILLAGE ACADEMY, ,53,56,54,52,39,44, , , , , , , ,298
6,BROWARD,5005,BEN GAMLA CHARTER HIGH SCHOOL, , , , , , , , , , ,55,35,18,16,124
6,BROWARD,5006,SOMERSET PREP ACADEMY HIGH AT, , , , , , , , , , ,61,42,47,47,197
6,BROWARD,5007,SOMERSET ACADEMY CHARTER HIGH, , , , , , , , , , ,81,77,76,21,255
6,BROWARD,5009,MAVERICKS HIGH OF NORTH BROWAR, , , , , , , , , , ,11,55,106,231,403
6,BROWARD,5010,FRANKLIN ACADEMY B, , , , , , , , , ,154, , , , ,154
6,BROWARD,5012,FRANKLIN ACADEMY A, ,125,129,177,159,136,131,133,155, , , , , ,"1,145"
6,BROWARD,5020,RENAISSANCE CHARTER SCHOOL OF, ,181,188,186,164,137,140,153,151,96, , , , ,"1,396"
6,BROWARD,5021,SOMERSET NEIGHBORHOOD SCHOOL, ,66,95,95,96,79,73, , , , , , , ,504
6,BROWARD,5023,RENAISSANCE CHARTER SCHOOL OF, ,128,110,114,91,75,76,124,88,76, , , , ,882
6,BROWARD,5024,IMAGINE MIDDLE SCHOOL AT BROWA, , , , , , , ,69,62,69, , , , ,200
6,BROWARD,5025,BEN GAMLA CHARTER SCHOOL HALLA, , , , , , , , , ,28, , , , ,28
6,BROWARD,5026,CHARTER SCHOOL OF EXCELLENCE D, ,46,27,21,23,16,#, , , , , , , ,138
6,BROWARD,5028,ACADEMIC SOLUTIONS HIGH SCHOOL, , , , , , , , , , ,51,30,23,64,168
6,BROWARD,5029,ATLANTIC MONTESSORI CHARTER SC, ,56,45,28, , , , , , , , , , ,129
6,BROWARD,5030,SOMERSET PINES ACADEMY, ,48,51,47,50,45,47,64,68,58, , , , ,478
6,BROWARD,5031,CHARTER SCHOOL OF EXCELLENCE, ,27,60,50,47,46,42, , , , , , , ,272
6,BROWARD,5032,FLAGLER HIGH, , , , , , , , , , ,#,18,19,52,91
6,BROWARD,5037,FRANKLIN ACADEMY E, ,144,142,145,141,155,153, , , , , , , ,880
6,BROWARD,5041,CENTRAL CHARTER SCHOOL, ,178,205,198,191,142,99,77,22, , , , , ,"1,112"
6,BROWARD,5042,IMAGINE MIDDLE SCHOOL WEST, , , , , , , ,81,69, , , , , ,150
